recipient_parent_name,top_words_from_serv_desc,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number,analysis_date,raw_data_download_date
"A.O.K. AUTOBODY, INC.","vehicular, cab,, body,, frame, structural",0,,,2013-01-14 00:00:00.000000,2013-01-14 00:00:00.000000,1330 WASHINGTON AVE STE 1,,PHILADELPHIA,PA,,191473626,PA01,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TRADE SHOW SERVICES LTD  INC,"guard, housekeeping, services",0,,,2011-09-23 00:00:00.000000,2014-09-22 00:00:00.000000,3909 S MARYLAND PKWY STE 206,,LAS VEGAS,NV,,891197520,NV01,7027350110.0,7027357793.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ACCELERA SOLUTIONS  INC.,"adp, software",0,,,2013-04-12 00:00:00.000000,2009-03-31 00:00:00.000000,7600 LEESBURG PIKE STE 140 W,,FALLS CHURCH,VA,,220432004,VA08,7036375043,7036379478,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NEW TECHNOLOGY INVESTMENTS INCORPORATED,"adp, software, components",0,,,2014-07-31 00:00:00.000000,2016-08-06 00:00:00.000000,1904 HILCO STREET,,ALBEMARLE,NC,NORTH CAROLINA,28001,,7049831495,6305662392,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SPORTS BARN  INC.,"recreational, services",0,,,2010-08-17 00:00:00.000000,2015-08-31 00:00:00.000000,301 MARKET ST,,CHATTANOOGA,TN,,374021224,TN03,4232661125,4237563710,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
EAST RIO HONDO WATER SUPPLY CORPORATION,"water, utilities, services",0,,,2010-05-28 00:00:00.000000,2018-09-29 00:00:00.000000,206 INDUSTRIAL PWAY,,RIO HONDO,TX,TEXAS,78583,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PRIME SOURCE TECHNOLOGIES  LLC,"adp, software",0,,,2013-05-09 00:00:00.000000,2009-09-25 00:00:00.000000,1010 VERMONT AVE NW STE 716,,WASHINGTON,DC,,200055199,DC00,2026283339,8886488648,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GOLDBELT INCORPORATED,"miscellaneous, vehicular, components, medical, surgical",0,,,2015-03-04 00:00:00.000000,2015-10-18 00:00:00.000000,5500 CHEROKEE AVE STE 100,,ALEXANDRIA,VA,VIRGINIA,22312,,7035848889,7035848887,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COUNTY OF PECOS,"guard, services, housekeeping",0,,,2009-05-26 00:00:00.000000,2011-09-30 00:00:00.000000,200 SOUTH NELSON,,FORT STOCKTON,TX,,797357110,TX23,4323363521,4323362519,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TOYOTA-LIFT OF MINNESOTA INC.,"warehouse, trks, &, tractors, self",0,,,2010-03-22 00:00:00.000000,2010-06-30 00:00:00.000000,8601 XYLON CT,,MINNEAPOLIS,MN,,554451840,MN03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TRAINING SERVICES ON DEMAND INC,"education, training, ed, &, trng",0,,,2010-09-14 00:00:00.000000,2010-10-29 00:00:00.000000,905 W 7TH ST 325,,FREDERICK,MD,,217018527,MD06,3016952800,2023188962,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
JOHN M. ELLSWORTH CO.  INC.,"miscellaneous, vehicular, components",0,,,2013-09-25 00:00:00.000000,2013-11-09 00:00:00.000000,8700 W BRADLEY RD,,MILWAUKEE,WI,,532242847,WI04,4143541414,4143570227,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SONIC AUTOMOTIVE  INC.,"maint, vehicles,, rep, vehicles, trailers",0,,,2009-12-16 00:00:00.000000,2010-03-04 00:00:00.000000,1000 E AIRPORT FWY,,IRVING,TX,,750624813,TX33,9727214300,9727214557,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
A & C EXTERMINATING CORP,"maintenance, office, buildings",0,,,2013-03-05 00:00:00.000000,2014-02-28 00:00:00.000000,392 E MEADOW AVE,,EAST MEADOW,NY,,115542934,NY04,5166838376,5167945840,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"REDGUARD, LLC","specialized, shipping, storage, containers",0,,,2014-09-05 00:00:00.000000,2014-10-05 00:00:00.000000,4340 S WEST ST,,WICHITA,KS,KANSAS,67217,,3164405816,3164401800,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SYSTEM 2/90  INC.,"office, supplies, signs,, advertising, displays,",0,,,2011-12-13 00:00:00.000000,2012-10-26 00:00:00.000000,5350 CORPORATE GROVE DR S,,GRAND RAPIDS,MI,,495125500,MI03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TAKACH PRESS CORPORATION,"printing,duplicating, &, bookbind, eq",0,,,2010-08-25 00:00:00.000000,2010-10-27 00:00:00.000000,2815 BROADWAY SE,,ALBUQUERQUE,NM,,871025114,NM01,5052427674,5052423454,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CONTINENTAL FLOORING COMPANY,"floor, coverings, tile,, brick, block",0,,,2012-09-20 00:00:00.000000,2016-07-24 00:00:00.000000,"9319 N. 94TH WAY, SUITE 1000",,SCOTTSDALE,AZ,ARIZONA,852585523,6.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
IMPERIAL INDUSTRIAL GROUP  LTD.  A CALIFORNIA LIMITED PARTNE,"lease, rental, office, buildings",0,,,2011-02-23 00:00:00.000000,2011-03-31 00:00:00.000000,7825 FAY AVE STE 250,,LA JOLLA,CA,,920374259,CA53,8584545290,8584566577,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RJH AIR CONDITIONING AND REFRIGERATION SERVICE L.L.C.,"refrigeration, equipment",0,,,2014-09-16 00:00:00.000000,2014-10-15 00:00:00.000000,12232 DISTRIBUTION PLACE,,BELTSVILLE,MD,,207051414,MD05,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ATLANTIC SCALE COMPANY  INC.,"medical, surgical, instruments,, equipment,, supplies",0,,,2013-04-17 00:00:00.000000,2013-05-20 00:00:00.000000,136 WASHINGTON AVE,,NUTLEY,NJ,NEW JERSEY,071103502,11.0,9736617090,9736613651,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LIBERATION MANAGEMENT LLC,"antennas, waveguides, &, related, eq",0,,,2010-09-08 00:00:00.000000,2010-09-22 00:00:00.000000,3370 BRANT ST,,SAN DIEGO,CA,,921035506,CA53,8888847623,6193742976,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VION CORPORATION,"adp, input, output, &, storage",0,,,2010-09-25 00:00:00.000000,2010-12-27 00:00:00.000000,1055 THOMAS JFFERSON ST NW,SUITE 406,WASHINGTON,DC,,200073840,DC00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ALPHA CONSTRUCTION AND ENGINEERING CORPORATION,"support, professional:",0,,,2012-09-21 00:00:00.000000,2016-08-14 00:00:00.000000,21351 RIDGETOP CIR # 200,,DULLES,VA,VIRGINIA,201666561,10.0,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
B&A METAL GRAPHICS CO INC,"photographic, supplies",0,,,2012-07-17 00:00:00.000000,2012-08-22 00:00:00.000000,2325 DISTRIBUTION CIR,,SILVER SPRING,MD,MARYLAND,209101261,8.0,3015899344,3015899353,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LASER RE-NU INTERNATIONAL  INC.,"office, supplies",0,,,2012-06-07 00:00:00.000000,2012-08-31 00:00:00.000000,4120 N 20TH ST STE C,,PHOENIX,AZ,,850165912,AZ04,8008789015.0,6024374033.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CDS FEDERAL INC.,"miscellaneous, electrical, electronic, components",0,,,2012-10-18 00:00:00.000000,2008-09-30 00:00:00.000000,3505 SAGE RD STE 603,,HOUSTON,TX,,770567039,TX07,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LEARNING TREE INTERNATIONAL  INC.,"education, training, vocational, technical",0,,,2011-10-19 00:00:00.000000,2013-04-26 00:00:00.000000,1831 MICHAEL FARADAY DR,,RESTON,VA,,201905304,VA11,7039257648,7039257747,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AMERICAN VAN EQUIPMENT  INC.,"miscellaneous, items",0,,,2012-10-29 00:00:00.000000,2008-08-29 00:00:00.000000,1985 RUTGERS UNIVERSITY BLVD,,LAKEWOOD,NJ,,087014538,NJ04,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"AIR PLANNING, LLC","air, passenger, service, travel, transportation",0,,,2011-01-27 00:00:00.000000,2013-02-28 00:00:00.000000,12 HERITAGE WAY,,NORTH READING,MA,MASSACHUSETTS,01864,,6038900044.0,6038900033.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SHARP COMMUNICATION  INC.,"weapons, systems, specific, vehicular, accessories",0,,,2011-10-25 00:00:00.000000,2011-11-04 00:00:00.000000,3403 GOVERNORS DR SW,,HUNTSVILLE,AL,,358053635,AL05,2565332484.0,2565391663.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
COUNTY OF LOGAN,"housekeeping, guard",0,,,2012-05-10 00:00:00.000000,2009-09-30 00:00:00.000000,315 MAIN ST,,STERLING,CO,,807514373,CO04,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ARMAMENT SYSTEMS AND PROCEDURES  INC.,"safety, rescue, equipment",0,,,2011-05-02 00:00:00.000000,2012-10-03 00:00:00.000000,2511 E CAPITOL DR,,APPLETON,WI,,549118736,WI08,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
PERLMUTTER  MARK J,"cameras,, motion, picture, photographic, projection",0,,,2010-09-24 00:00:00.000000,2010-10-28 00:00:00.000000,11434 CAMINITO GARCIA,,SAN DIEGO,CA,,921312133,CA52,8585860111,8587645484,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BLUE CANOPY GROUP  LLC,"telecom, telecommunications, transmission",0,,,2016-09-09 00:00:00.000000,2018-09-08 00:00:00.000000,"11091 SUNSET HILLS RD, STE777",,RESTON,VA,VIRGINIA,201905380,11.0,7038964033,7034359715,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
EXP U.S. SERVICES INC.,"architect, engineering, general:, landscaping,, interior",0,,,2012-07-01 00:00:00.000000,2014-11-04 00:00:00.000000,205 N MICHIGAN AVE STE 3600,,CHICAGO,IL,,606015927,IL07,3126167517,3126166069,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"EXECUTIVE FLITEWAYS, INC.","air, passenger, service, travel, transportation",0,,,2010-04-22 00:00:00.000000,2013-02-28 00:00:00.000000,1 CLARK DR UNIT B,,RONKONKOMA,NY,NEW YORK,11779,,6315885454,6315889560,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TEXAS STATE UNIVERSITY SYSTEM,"lease, rent, recreational, bldgs",0,,,2010-12-22 00:00:00.000000,2011-12-31 00:00:00.000000,601 UNIVERSITY DR,,SAN MARCOS,TX,,786664685,TX25,5122452102,5122453487,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BEACH TRADING COMPANY  INC.,"cameras,, picture, still, motion",0,,,2011-09-02 00:00:00.000000,2012-04-06 00:00:00.000000,80 CARTER DR,,EDISON,NJ,,088172094,NJ06,7324241100,7324245136,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INTERACTIVE TECHNOLOGY SOLUTIONS  LLC,"support, program, management, services, professional:",0,,,2010-04-26 00:00:00.000000,2013-03-24 00:00:00.000000,3130 FAIRVIEW PARK DR. SUITE 800,,FALLS CHURCH,VA,,220424517,VA08,7037124000.0,7037124010.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
STEVENS GROUP  INC.,"transportation, travel, relocation, transportation:, motor",0,,,2012-10-03 00:00:00.000000,2012-11-30 00:00:00.000000,527 MORLEY DR,,SAGINAW,MI,,486019485,MI05,8007653836.0,9897550570.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SIGNS UNLIMITED INC,"office, furniture",0,,,2015-09-14 00:00:00.000000,2015-10-14 00:00:00.000000,1808 MACTAVISH AVE,,RICHMOND,VA,VIRGINIA,23230,,8043530607,8043588782,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SMART BEAR SOFTWARE INC.,"adp, software",0,,,2011-09-27 00:00:00.000000,2013-09-26 00:00:00.000000,100 CUMMINGS CTR STE 234 N,,BEVERLY,MA,,019156111,MA06,9782367920,9783380500,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RANGER AMERICAN OF PUERTO RICO INC.,"security, vehicle, services, transportation, travel",0,,,2010-05-19 00:00:00.000000,2014-08-31 00:00:00.000000,605 CALLE LODI URB VILLA CAPRI,,RIO PIEDRAS,PR,PUERTO RICO,00924,,7879996015.0,7879996050.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CARVIN SCHOOL,"education, services",0,,,2011-09-30 00:00:00.000000,2010-08-05 00:00:00.000000,CALLE PARQUE FLORIDO VILLA FONTANA PARK,,CAROLINA,PR,,009830000,PR00,7877576515.0,7877577570.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BURKE CONSORTIUM INC,"programming, telecom, services, engineering, technical",0,,,2010-05-01 00:00:00.000000,2010-08-31 00:00:00.000000,5500 CHEROKEE AVE STE 510,,ALEXANDRIA,VA,,223122321,VA08,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RBR TACTICAL  INC.,"safety, rescue, equipment, armor,, personal",0,,,2012-10-01 00:00:00.000000,2012-10-01 00:00:00.000000,10427 DOW GIL RD,,ASHLAND,VA,,230057639,VA07,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CUSTOM COURIER  INC.,"courier, messenger, services, support, administrative:",0,,,2008-07-09 00:00:00.000000,2018-09-28 00:00:00.000000,62 LINDEN TER,,BURLINGTON,VT,VERMONT,054014928,0.0,8023161096,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ENGLISH  A G SALES CO,"cabinets, lockers, bins, &, shelving",0,,,2010-05-20 00:00:00.000000,2011-09-21 00:00:00.000000,708 S 12TH ST,,BROKEN ARROW,OK,,740125715,OK01,9182513399.0,9182514250.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
LABOR SAVING DEVICES  INC.,"sets,, kits,, outfits, hand, tools",0,,,2014-07-22 00:00:00.000000,2017-07-08 00:00:00.000000,5678 EUDORA ST,,COMMERCE CITY,CO,COLORADO,800223809,7.0,3032872121,3032879044,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
7TH EDGE LLC,"policy, review, development, services",0,,,2010-05-21 00:00:00.000000,2015-05-21 00:00:00.000000,820 BUNKER HILL AVE,,LAWRENCEVILLE,NJ,,086484002,NJ12,6095772811.0,6093927762.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MILLENIUM PRODUCTS INC.,"generators, generator, sets,, electrical",0,,,2012-06-13 00:00:00.000000,2012-07-15 00:00:00.000000,6346 HERON PKWY,,CLARKSTON,MI,,483464805,MI08,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AES SYSTEMS  INC.,"video, recording, reproducing, equ",0,,,2011-06-02 00:00:00.000000,2011-07-02 00:00:00.000000,1167 N 450 W,,SPRINGVILLE,UT,,846633044,UT03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GRAHAM  TOMMY PAINT & BODY SHOP,"miscellaneous, vehicular, components",0,,,2011-08-11 00:00:00.000000,2011-08-31 00:00:00.000000,911 S COMMERCE ST,,HARLINGEN,TX,,785506959,TX15,9564283936.0,9564289245.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
GARDNER'S BOOK SERVICE  INC.,"books, pamphlets",0,,,2010-07-23 00:00:00.000000,2010-08-23 00:00:00.000000,16461 N 25TH AVE,,PHOENIX,AZ,,850233103,AZ03,6028636000,6028632400,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
INDEPENDENT LIFT TRUCK OF ALASKA  INC.,"trucks, truck, tractors,, wheeled",0,,,2011-09-21 00:00:00.000000,2011-12-05 00:00:00.000000,1200 E 70TH AVE,,ANCHORAGE,AK,ALASKA,995182354,0.0,9073443383,9073448366,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"WILLIAMS, ADLEY & COMPANY, L L P","auditing, services",0,,,2010-07-16 00:00:00.000000,2009-12-31 00:00:00.000000,1330 BROADWAY STE 1825,,OAKLAND,CA,CALIFORNIA,94612,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"SKEDCO, INC.","safety, rescue, equipment",0,,,2015-05-19 00:00:00.000000,2015-06-02 00:00:00.000000,10505 SW MANHASSET DR,,TUALATIN,OR,OREGON,97062,,5036917909,5036917973,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
AMERICAN TOWING & AUTO DISMANTLING  INC,"lease, rent, open, storage, fac",0,,,2010-12-06 00:00:00.000000,2012-02-22 00:00:00.000000,140 REED CT,,CHULA VISTA,CA,,919115813,CA51,6194277530.0,6194255973.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TATITLEK CORPORATION  THE,"support, management:, data, collection",0,,,2014-05-22 00:00:00.000000,2008-09-30 00:00:00.000000,1000 OMALLEY RD STE 200,,ANCHORAGE,AK,,995153083,AK00,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"TURKISH TRANSLATION SERVICES, INC.","support, administrative:, translation, interpreting",0,,,2015-07-13 00:00:00.000000,2015-07-17 00:00:00.000000,70 E LAKE ST STE 222,,CHICAGO,IL,ILLINOIS,60601,,3126540654,3124560656,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SOLUTIONZ VIDEOCONFERENCING  INC.,"telecom, telecommunications",0,,,2012-10-26 00:00:00.000000,2009-07-20 00:00:00.000000,901 BRINGHAM AVE,,BRENTWOOD,CA,,900494771,CA30,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CLARK-POWELL ASSOCIATES  INC.,"electronic, modules",0,,,2011-12-05 00:00:00.000000,2011-12-31 00:00:00.000000,110 REGENT DR,,WINSTON SALEM,NC,,271036711,NC05,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
THE MAXTER GROUP INC,"signs,, advertising, displays,, identification, plates",0,,,2012-12-06 00:00:00.000000,2013-03-08 00:00:00.000000,5701N GENERAL WASHINGTON DR,,ALEXANDRIA,VA,VIRGINIA,223122408,8.0,7037509090,7037502352,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ALL BUSINESS MACHINES  INC.,"scales, balances",0,,,2013-04-19 00:00:00.000000,2013-07-07 00:00:00.000000,2555 3RD ST STE 100,,SACRAMENTO,CA,CALIFORNIA,958181100,6.0,9163257800,9164442354,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TFT MICHIGAN LLC,"construction, office, buildings",0,,,2010-10-20 00:00:00.000000,2011-10-30 00:00:00.000000,500 W MONROE ST STE 2700,,CHICAGO,IL,,606613770,IL07,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
VEE MODEL MANAGEMENT CONSULTING INC,"adp, software, components, input, output",0,,,2010-04-14 00:00:00.000000,2013-10-21 00:00:00.000000,10912 SHADOW BROOK LANE,,FRISCO,TX,,750358529,TX03,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
KYLER  CAROL,"support, professional:, legal, program, management",0,,,2012-09-10 00:00:00.000000,2014-04-24 00:00:00.000000,653 OAK DR,,HURST,TX,,760535525,TX24,8172826082,8172826082,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
D B SOFTWARE ASSOCIATES LLC,"adp, software",0,,,2011-07-26 00:00:00.000000,2011-08-26 00:00:00.000000,555 TAMMANY POINTE,,ALPHARETTA,GA,,300044210,GA06,7706638754.0,7706638754.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
WARWICK FRANKEL PARTNERSHIP,"travel, transportation, relocation, lodging, recruitment:",0,,,2012-10-16 00:00:00.000000,2008-05-09 00:00:00.000000,1701 LOCUST ST,,PHILADELPHIA,PA,,191036147,PA02,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"DREAM MANAGEMENT, INC.","support, administrative:, translation, interpreting",0,,,2015-06-04 00:00:00.000000,2016-06-04 00:00:00.000000,210 W 28TH ST,,BALTIMORE,MD,MARYLAND,21211,,4435525512,4108032747,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BONNEVILLE SCHOOL INC,"education, training, curriculum, development, services",0,,,2011-09-29 00:00:00.000000,2012-10-15 00:00:00.000000,RD 8176 KM 2.9 CUPEY ALTO,,SAN JUAN,PR,PUERTO RICO,00926,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SOUTHWEST EDUCATIONAL SOCIETY INC,"education, training, curriculum, development, services",0,,,2011-09-30 00:00:00.000000,2012-10-15 00:00:00.000000,RD 108 KM 3.2,,MAYAGUEZ,PR,PUERTO RICO,00680,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"ADT SECURITY SERVICES, INC","photographic, sets,, kits,, outfits",0,,,2012-11-09 00:00:00.000000,2012-11-08 00:00:00.000000,47C-A KRONPRINDSENS GADE,,CHARLOTTE AMALIE,VI,VIRGIN ISLANDS,00802,,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SUNSHINE PRODUCTS  CORP.,"safety, rescue, equipment, clothing,, special",0,,,2011-04-25 00:00:00.000000,2013-02-05 00:00:00.000000,6574 COBIA CIR,,BOYNTON BEACH,FL,,334373647,FL21,5617166112,5617378893,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
G  J&L  INC.,"motorcycles,, motor, scooters,, bicycles",0,,,2012-07-19 00:00:00.000000,2012-08-09 00:00:00.000000,2804 WYLDS ROAD EXT,,AUGUSTA,GA,,309094449,GA12,7067379191.0,7067373690.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
FORRESTER RESEARCH  INC.,"equipment, quality, control, adp, software",0,,,2016-10-11 07:34:16.000000,2021-09-29 00:00:00.000000,60 ACORN PARK,,CAMBRIDGE,MA,MASSACHUSETTS,021402303,7.0,7035842626,6176135200,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
MARTA S GOLDSTEIN INTRP&TRNSLT,"admin, svcs, translation, sign, languag",0,,,2011-03-31 00:00:00.000000,2011-04-07 00:00:00.000000,20401 RYECROFT CT,,MONTGOMERY VILLAGE,MD,,208864018,MD04,3019777223,3019777087,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
DEPAOLO-CROSBY REPORTING SERVICES  INC.,"technical, assistance",0,,,2011-03-14 00:00:00.000000,2011-03-25 00:00:00.000000,170 FRANKLIN ST STE 601,,BUFFALO,NY,,142022102,NY27,7168535544,7168422254,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
CAREER COMMUNICATIONS GROUP  INC.,"lease, rental, equipment, miscellaneous",0,,,2012-09-27 00:00:00.000000,2012-09-27 00:00:00.000000,729 E PRATT ST FL 5,,BALTIMORE,MD,,212023101,MD07,4102447101.0,4107521837.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
SURVEILLANCE ENTERPRISES INC.,"alarm,, signal,, systems, misc, sec",0,,,2010-09-23 00:00:00.000000,2010-10-08 00:00:00.000000,445 BROAD HOLLOW RD STE 25,,MELVILLE,NY,,117473645,NY02,6314147533,6314147535,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
NORIX GROUP  INC.,"miscellaneous, furniture, fixtures",0,,,2014-12-16 00:00:00.000000,2015-01-15 00:00:00.000000,1800 W HAWTHORNE LN STE N,,WEST CHICAGO,IL,,601851863,IL06,6302311331,6302314343,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"WESTCARB ENTERPRISES, INC.","air, equipment, maint, repair, rebuild",0,,,2013-05-01 00:00:00.000000,2018-04-30 00:00:00.000000,109 A MILL ST,,SPRINGFIELD,MA,MASSACHUSETTS,01105,,8665071576,6178120313,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"MAINSCAPE, INC.","housekeeping, landscaping, groundskeeping",0,,,2014-08-11 00:00:00.000000,2019-08-10 00:00:00.000000,13418 BRITTON PARK RD,,FISHERS,IN,INDIANA,460383583,5.0,3175773155,3175773161,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
RECALL SECURE DESTRUCTION SERVICES  INC,"administrative, support, svcs",0,,,2010-07-27 00:00:00.000000,2008-11-20 00:00:00.000000,6111 LIVE OAK PKWY,,NORCROSS,GA,,300931722,GA04,7707761685,2013484049,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
TRAINING  REHABILITATION  & DEVELOPMENT INSTITUTE  INC.,"support, administrative:, courier, messenger",0,,,2014-07-30 00:00:00.000000,2018-07-29 00:00:00.000000,425 SOLEDAD STE 800,,SAN ANTONIO,TX,TEXAS,782051553,35.0,2107366670,2102495602,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
G & P HEAVY TRUCK BODY WORKS INC,"vehicles,, maint,, rep, alter, maint",0,,,2011-07-19 00:00:00.000000,2011-08-17 00:00:00.000000,3313 N LUMPKIN RD,,COLUMBUS,GA,,319031634,GA02,7066871021.0,7066871265.0,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
BALANCED BODY INC.,"recreational, gymnastic, equipment",0,,,2012-11-01 00:00:00.000000,2008-10-13 00:00:00.000000,8220 FERGUSON AVENUE,,SACRAMENTO,CA,,958280931,CA05,,,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
ATLAS SALES AND RENTALS  INC.,"air, conditioning, equipment",0,,,2011-06-15 00:00:00.000000,2013-08-29 00:00:00.000000,47233 FREMONT BLVD,,FREMONT,CA,,945386502,CA17,7022501369,7022501369,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
"LAZ PARKING LTD, LLC","lease, parking, facilities, rental, rent",0,,,2011-01-12 00:00:00.000000,2016-09-19 00:00:00.000000,15 LEWIS ST FL 5,,HARTFORD,CT,CONNECTICUT,06103,,8605227641,8605248249,2018-06-24 21:06:38.085717,2018-06-24 00:00:00.000000
