recipient_parent_name,number_of_prime_awards,current_total_value_of_awards_USD,potential_total_value_of_awards,first_contract_start_date,last_contract_end_date,recipient_address_line_1,recipient_address_line_2,recipient_city_name,recipient_state_code,recipient_state_name,recipient_zip_4_code,recipient_congressional_district,recipient_phone_number,recipient_fax_number
"YANCY & ASSOCIATES, INC.",0,,,2015-09-26 00:00:00,2015-10-26 00:00:00,840 FIRST ST NE FL 3,,WASHINGTON,DC,DISTRICT OF COLUMBIA,20002,,2022485067,2027159815
MULTIVENTAS Y SERVICIOS PR INC.,0,,,2014-03-06 00:00:00,2014-04-07 00:00:00,VILLA BLANCA IND PARK AVE SAKURA LOTE #16,,CAGUAS,PR,PUERTO RICO,00725,0.0,7877047100,7877047108
VEHTECH  INC.,0,,,2012-07-23 00:00:00,2019-09-26 00:00:00,140 BARCELONA DRIVE,,COVINGTON,GA,GEORGIA,300166526,4.0,7707882032,7707882436
"FLIR SYSTEMS, INC.",0,,,2009-04-08 00:00:00,2020-09-30 00:00:00,1024 S INNOVATION WAY,,STILLWATER,OK,OKLAHOMA,74074,,7036782111,7036782112
ROBLES AND SONS  INC.,0,,,2010-08-26 00:00:00,2011-11-30 00:00:00,750 N MAIN ST,,CIBOLO,TX,,781083614,TX28,,
"TOOL SYSTEMS, INC.",0,,,2014-07-09 00:00:00,2014-08-20 00:00:00,2220 CENTRE PARK CT,,STONE MOUNTAIN,GA,,300873544,GA04,7708793500,7708793511
TAYLOR ENTERPRISES  LLC,0,,,2010-11-01 00:00:00,2011-03-15 00:00:00,2462 W PEMBROKE AVE,,HAMPTON,VA,,236611708,VA03,7577235151,7577236711
INTERNATIONAL ASSOCIATION OF FINANCIAL CRIMES INVESTIGATORS,0,,,2010-03-30 00:00:00,2014-09-28 00:00:00,1020 SUNCAST LN STE 102,,EL DORADO HILLS,CA,CALIFORNIA,957629335,4.0,9169395000,9169390395
GIT SATELLITE  LLC,0,,,2012-08-02 00:00:00,2013-11-19 00:00:00,13740 RESEARCH BLVD STE Q2,,AUSTIN,TX,,787501835,TX31,5129189502,5123086740
DAKOTA SECURITY SYSTEMS INC.,0,,,2013-05-21 00:00:00,2014-01-31 00:00:00,2201 E 54TH ST N,,SIOUX FALLS,SD,,571045543,SD00,6052717000,6052717001
IDEAL SYSTEM SOLUTIONS  INC.,0,,,2011-03-02 00:00:00,2015-09-26 00:00:00,5610 ROWLAND RD STE 150,,MINNETONKA,MN,,553438982,MN03,2185688898,2185687781
AMER TECHNOLOGY  INC.,0,,,2007-09-29 00:00:00,2007-09-30 00:00:00,6502 BANDERA RD STE 105,,SAN ANTONIO,TX,,782388144,TX00,,
H-S PRECISION INC,0,,,2013-03-07 00:00:00,2013-10-31 00:00:00,1301 TURBINE DR,,RAPID CITY,SD,,577034741,SD00,6053413006,6053428964
TELESTAR INTERNATIONAL CORP.,0,,,2016-11-08 11:48:09,2012-05-24 00:00:00,1461 S BALBOA AVE,,ONTARIO,CA,CALIFORNIA,917617609,35.0,,
ASSOCIATION OF ENERGY ENGINEERS  INC.  THE,0,,,2011-08-30 00:00:00,2011-09-16 00:00:00,4025 PLEASANTDALE RD STE 420,,ATLANTA,GA,,303404264,GA04,7704475083.0,7704463969.0
BAY AREA REPORTING  INC,0,,,2012-06-01 00:00:00,2016-04-27 00:00:00,238 E DAVIS BLVD STE 202,,TAMPA,FL,FLORIDA,336063756,14.0,8132297207,8132543624
THOMAS  S.J. COMPANY  INC.,0,,,2010-10-08 00:00:00,2012-01-31 00:00:00,140 BARTRAM AVE,,LANSDOWNE,PA,,190502906,PA07,,
CITY OF HAVRE DE GRACE,0,,,2010-03-25 00:00:00,2018-07-31 00:00:00,715 PENNINGTON AVE,,HAVRE DE GRACE,MD,MARYLAND,210783004,2.0,4109391800,4109394948
GLOBAFONE  INC.,0,,,2011-09-16 00:00:00,2011-10-15 00:00:00,1950 LAFAYETTE RD STE 107,,PORTSMOUTH,NH,,038012899,NH01,6034337232.0,6034368152.0
IFE GROUP,0,,,2011-07-13 00:00:00,2012-10-01 00:00:00,2658 DELMAR HTS RD 204,,DEL MAR,CA,,92014,CA50,,
AFFAITATI   LLC,0,,,2012-05-09 00:00:00,2012-09-30 00:00:00,393 ATHOL ST STE 2,,SAN BERNARDINO,CA,,924011908,CA43,9098890131,9093813881
TELECOM MEDIA GROUP,0,,,2017-05-12 00:00:00,2017-05-15 00:00:00,256 CALLE TABONUCO A9,,GUAYNABO,PR,PUERTO RICO,009680000,,7875743322,7877623905
"CBC COMPANIES, INC.",0,,,2011-08-19 00:00:00,2016-06-30 00:00:00,8 GATEWAY CENTER,,PITTSBURGH,PA,PENNSYLVANIA,15220,,,
LOUIS PROVENZANO  INC,0,,,2010-06-01 00:00:00,2010-12-31 00:00:00,24 LEONARD ST,,NEW YORK,NY,,100132906,NY08,2122267602,2129411567
SHRED THIS INC,0,,,2015-06-08 00:00:00,2020-08-31 00:00:00,472 MEADOWLAND DRIVE UNIT 1,,SOUTH BURLINGTON,VT,VERMONT,05403,,8028633003,8028633311
COMTECH LLC,0,,,2013-09-03 00:00:00,2014-09-04 00:00:00,950 HERNDON PKWY STE 280,,HERNDON,VA,,201705537,VA11,,
"A.O.K. AUTOBODY, INC.",0,,,2013-01-14 00:00:00,2013-01-14 00:00:00,1330 WASHINGTON AVE STE 1,,PHILADELPHIA,PA,,191473626,PA01,,
TRADE SHOW SERVICES LTD  INC,0,,,2011-09-23 00:00:00,2014-09-22 00:00:00,3909 S MARYLAND PKWY STE 206,,LAS VEGAS,NV,,891197520,NV01,7027350110.0,7027357793.0
ACCELERA SOLUTIONS  INC.,0,,,2013-04-12 00:00:00,2009-03-31 00:00:00,7600 LEESBURG PIKE STE 140 W,,FALLS CHURCH,VA,,220432004,VA08,7036375043,7036379478
NEW TECHNOLOGY INVESTMENTS INCORPORATED,0,,,2014-07-31 00:00:00,2016-08-06 00:00:00,1904 HILCO STREET,,ALBEMARLE,NC,NORTH CAROLINA,28001,,7049831495,6305662392
SPORTS BARN  INC.,0,,,2010-08-17 00:00:00,2015-08-31 00:00:00,301 MARKET ST,,CHATTANOOGA,TN,,374021224,TN03,4232661125,4237563710
EAST RIO HONDO WATER SUPPLY CORPORATION,0,,,2010-05-28 00:00:00,2018-09-29 00:00:00,206 INDUSTRIAL PWAY,,RIO HONDO,TX,,785830000,TX00,,
PRIME SOURCE TECHNOLOGIES  LLC,0,,,2013-05-09 00:00:00,2009-09-25 00:00:00,1010 VERMONT AVE NW STE 716,,WASHINGTON,DC,,200055199,DC00,2026283339,8886488648
GOLDBELT INCORPORATED,0,,,2015-03-04 00:00:00,2015-10-18 00:00:00,5500 CHEROKEE AVE STE 100,,ALEXANDRIA,VA,VIRGINIA,22312,,7035848889,7035848887
COUNTY OF PECOS,0,,,2009-05-26 00:00:00,2011-09-30 00:00:00,200 SOUTH NELSON,,FORT STOCKTON,TX,,797357110,TX23,4323363521,4323362519
TOYOTA-LIFT OF MINNESOTA INC.,0,,,2010-03-22 00:00:00,2010-06-30 00:00:00,8601 XYLON CT,,MINNEAPOLIS,MN,,554451840,MN03,,
TRAINING SERVICES ON DEMAND INC,0,,,2010-09-14 00:00:00,2010-10-29 00:00:00,905 W 7TH ST 325,,FREDERICK,MD,,217018527,MD06,3016952800,2023188962
JOHN M. ELLSWORTH CO.  INC.,0,,,2013-09-25 00:00:00,2013-11-09 00:00:00,8700 W BRADLEY RD,,MILWAUKEE,WI,,532242847,WI04,4143541414,4143570227
SONIC AUTOMOTIVE  INC.,0,,,2009-12-16 00:00:00,2010-03-04 00:00:00,1000 E AIRPORT FWY,,IRVING,TX,,750624813,TX33,9727214300,9727214557
A & C EXTERMINATING CORP,0,,,2013-03-05 00:00:00,2014-02-28 00:00:00,392 E MEADOW AVE,,EAST MEADOW,NY,,115542934,NY04,5166838376,5167945840
"REDGUARD, LLC",0,,,2014-09-05 00:00:00,2014-10-05 00:00:00,4340 S WEST ST,,WICHITA,KS,KANSAS,67217,,3164405816,3164401800
SYSTEM 2/90  INC.,0,,,2011-12-13 00:00:00,2012-10-26 00:00:00,5350 CORPORATE GROVE DR S,,GRAND RAPIDS,MI,,495125500,MI03,,
TAKACH PRESS CORPORATION,0,,,2010-08-25 00:00:00,2010-10-27 00:00:00,2815 BROADWAY SE,,ALBUQUERQUE,NM,,871025114,NM01,5052427674,5052423454
CONTINENTAL FLOORING COMPANY,0,,,2012-09-20 00:00:00,2016-07-24 00:00:00,"9319 N. 94TH WAY, SUITE 1000",,SCOTTSDALE,AZ,ARIZONA,852585523,6.0,,
IMPERIAL INDUSTRIAL GROUP  LTD.  A CALIFORNIA LIMITED PARTNE,0,,,2011-02-23 00:00:00,2011-03-31 00:00:00,7825 FAY AVE STE 250,,LA JOLLA,CA,,920374259,CA53,8584545290,8584566577
RJH AIR CONDITIONING AND REFRIGERATION SERVICE L.L.C.,0,,,2014-09-16 00:00:00,2014-10-15 00:00:00,12232 DISTRIBUTION PLACE,,BELTSVILLE,MD,,207051414,MD05,,
ATLANTIC SCALE COMPANY  INC.,0,,,2013-04-17 00:00:00,2013-05-20 00:00:00,136 WASHINGTON AVE,,NUTLEY,NJ,,071103502,NJ11,9736617090,9736613651
LIBERATION MANAGEMENT LLC,0,,,2010-09-08 00:00:00,2010-09-22 00:00:00,3370 BRANT ST,,SAN DIEGO,CA,,921035506,CA53,8888847623,6193742976
VION CORPORATION,0,,,2010-09-25 00:00:00,2010-12-27 00:00:00,1055 THOMAS JFFERSON ST NW,SUITE 406,WASHINGTON,DC,,200073840,DC00,,
ALPHA CONSTRUCTION AND ENGINEERING CORPORATION,0,,,2012-09-21 00:00:00,2016-08-14 00:00:00,21351 RIDGETOP CIR # 200,,DULLES,VA,VIRGINIA,201666561,10.0,,
B&A METAL GRAPHICS CO INC,0,,,2012-07-17 00:00:00,2012-08-22 00:00:00,2325 DISTRIBUTION CIR,,SILVER SPRING,MD,MARYLAND,209101261,8.0,3015899344,3015899353
LASER RE-NU INTERNATIONAL  INC.,0,,,2012-06-07 00:00:00,2012-08-31 00:00:00,4120 N 20TH ST STE C,,PHOENIX,AZ,,850165912,AZ04,8008789015.0,6024374033.0
CDS FEDERAL INC.,0,,,2012-10-18 00:00:00,2008-09-30 00:00:00,3505 SAGE RD STE 603,,HOUSTON,TX,,770567039,TX07,,
LEARNING TREE INTERNATIONAL  INC.,0,,,2011-10-19 00:00:00,2013-04-26 00:00:00,1831 MICHAEL FARADAY DR,,RESTON,VA,,201905304,VA11,7039257648,7039257747
AMERICAN VAN EQUIPMENT  INC.,0,,,2012-10-29 00:00:00,2008-08-29 00:00:00,1985 RUTGERS UNIVERSITY BLVD,,LAKEWOOD,NJ,,087014538,NJ04,,
"AIR PLANNING, LLC",0,,,2011-08-22 00:00:00,2013-02-28 00:00:00,12 HERITAGE WAY,,NORTH READING,MA,MASSACHUSETTS,01864,,6038900044,6038900033
SHARP COMMUNICATION  INC.,0,,,2011-10-25 00:00:00,2011-11-04 00:00:00,3403 GOVERNORS DR SW,,HUNTSVILLE,AL,,358053635,AL05,2565332484.0,2565391663.0
COUNTY OF LOGAN,0,,,2012-05-10 00:00:00,2009-09-30 00:00:00,315 MAIN ST,,STERLING,CO,,807514373,CO04,,
ARMAMENT SYSTEMS AND PROCEDURES  INC.,0,,,2011-05-02 00:00:00,2012-10-03 00:00:00,2511 E CAPITOL DR,,APPLETON,WI,,549118736,WI08,,
PERLMUTTER  MARK J,0,,,2010-09-24 00:00:00,2010-10-28 00:00:00,11434 CAMINITO GARCIA,,SAN DIEGO,CA,,921312133,CA52,8585860111,8587645484
BLUE CANOPY GROUP  LLC,0,,,2016-09-09 00:00:00,2018-09-08 00:00:00,"11091 SUNSET HILLS RD, STE777",,RESTON,VA,VIRGINIA,201905380,11.0,7038964033,7034359715
EXP U.S. SERVICES INC.,0,,,2012-07-01 00:00:00,2014-11-04 00:00:00,205 N MICHIGAN AVE STE 3600,,CHICAGO,IL,,606015927,IL07,3126167517,3126166069
"EXECUTIVE FLITEWAYS, INC.",0,,,2011-01-28 00:00:00,2013-02-28 00:00:00,1 CLARK DR UNIT B,,RONKONKOMA,NY,NEW YORK,11779,,6315885454,6315889560
TEXAS STATE UNIVERSITY SYSTEM,0,,,2010-12-22 00:00:00,2011-12-31 00:00:00,601 UNIVERSITY DR,,SAN MARCOS,TX,,786664685,TX25,5122452102,5122453487
BEACH TRADING COMPANY  INC.,0,,,2011-09-02 00:00:00,2012-04-06 00:00:00,80 CARTER DR,,EDISON,NJ,,088172094,NJ06,7324241100,7324245136
INTERACTIVE TECHNOLOGY SOLUTIONS  LLC,0,,,2010-04-26 00:00:00,2013-03-24 00:00:00,3130 FAIRVIEW PARK DR. SUITE 800,,FALLS CHURCH,VA,,220424517,VA08,7037124000,7037124010
STEVENS GROUP  INC.,0,,,2012-10-03 00:00:00,2012-11-30 00:00:00,527 MORLEY DR,,SAGINAW,MI,,486019485,MI05,8007653836.0,9897550570.0
SIGNS UNLIMITED INC,0,,,2015-09-14 00:00:00,2015-10-14 00:00:00,1808 MACTAVISH AVE,,RICHMOND,VA,VIRGINIA,23230,,8043530607,8043588782
SMART BEAR SOFTWARE INC.,0,,,2011-09-27 00:00:00,2013-09-26 00:00:00,100 CUMMINGS CTR STE 234 N,,BEVERLY,MA,,019156111,MA06,9782367920,9783380500
RANGER AMERICAN OF PUERTO RICO INC.,0,,,2010-05-19 00:00:00,2014-08-31 00:00:00,605 CALLE LODI URB VILLA CAPRI,,RIO PIEDRAS,PR,PUERTO RICO,00924,,7879996015.0,7879996050.0
CARVIN SCHOOL,0,,,2011-09-30 00:00:00,2010-08-05 00:00:00,CALLE PARQUE FLORIDO VILLA FONTANA PARK,,CAROLINA,PR,,009830000,PR00,7877576515.0,7877577570.0
BURKE CONSORTIUM INC,0,,,2010-05-01 00:00:00,2010-08-31 00:00:00,5500 CHEROKEE AVE STE 510,,ALEXANDRIA,VA,,223122321,VA08,,
RBR TACTICAL  INC.,0,,,2012-10-01 00:00:00,2012-10-01 00:00:00,10427 DOW GIL RD,,ASHLAND,VA,,230057639,VA07,,
CUSTOM COURIER  INC.,0,,,2008-07-09 00:00:00,2018-09-28 00:00:00,62 LINDEN TER,,BURLINGTON,VT,VERMONT,054014928,0.0,8023161096,
ENGLISH  A G SALES CO,0,,,2010-05-20 00:00:00,2011-09-21 00:00:00,708 S 12TH ST,,BROKEN ARROW,OK,,740125715,OK01,9182513399.0,9182514250.0
LABOR SAVING DEVICES  INC.,0,,,2014-07-22 00:00:00,2017-07-08 00:00:00,5678 EUDORA ST,,COMMERCE CITY,CO,COLORADO,800223809,7.0,3032872121,3032879044
7TH EDGE LLC,0,,,2010-05-21 00:00:00,2015-05-21 00:00:00,820 BUNKER HILL AVE,,LAWRENCEVILLE,NJ,,086484002,NJ12,6095772811.0,6093927762.0
MILLENIUM PRODUCTS INC.,0,,,2012-06-13 00:00:00,2012-07-15 00:00:00,6346 HERON PKWY,,CLARKSTON,MI,,483464805,MI08,,
AES SYSTEMS  INC.,0,,,2011-06-02 00:00:00,2011-07-02 00:00:00,1167 N 450 W,,SPRINGVILLE,UT,,846633044,UT03,,
GRAHAM  TOMMY PAINT & BODY SHOP,0,,,2011-08-11 00:00:00,2011-08-31 00:00:00,911 S COMMERCE ST,,HARLINGEN,TX,,785506959,TX15,9564283936.0,9564289245.0
GARDNER'S BOOK SERVICE  INC.,0,,,2010-07-23 00:00:00,2010-08-23 00:00:00,16461 N 25TH AVE,,PHOENIX,AZ,,850233103,AZ03,6028636000,6028632400
INDEPENDENT LIFT TRUCK OF ALASKA  INC.,0,,,2011-09-21 00:00:00,2011-12-05 00:00:00,1200 E 70TH AVE,,ANCHORAGE,AK,,995182354,AK00,9073443383.0,9073448366.0
"WILLIAMS, ADLEY & COMPANY, L L P",0,,,2010-07-16 00:00:00,2009-12-31 00:00:00,1330 BROADWAY STE 1825,,OAKLAND,CA,CALIFORNIA,94612,,,
"SKEDCO, INC.",0,,,2015-05-19 00:00:00,2015-06-02 00:00:00,10505 SW MANHASSET DR,,TUALATIN,OR,OREGON,97062,,5036917909,5036917973
AMERICAN TOWING & AUTO DISMANTLING  INC,0,,,2010-12-06 00:00:00,2012-02-22 00:00:00,140 REED CT,,CHULA VISTA,CA,,919115813,CA51,6194277530,6194255973
TATITLEK CORPORATION  THE,0,,,2014-05-22 00:00:00,2008-09-30 00:00:00,1000 OMALLEY RD STE 200,,ANCHORAGE,AK,,995153083,AK00,,
"TURKISH TRANSLATION SERVICES, INC.",0,,,2015-07-13 00:00:00,2015-07-17 00:00:00,70 E LAKE ST STE 222,,CHICAGO,IL,ILLINOIS,60601,,3126540654,3124560656
SOLUTIONZ VIDEOCONFERENCING  INC.,0,,,2012-10-26 00:00:00,2009-07-20 00:00:00,901 BRINGHAM AVE,,BRENTWOOD,CA,,900494771,CA30,,
CLARK-POWELL ASSOCIATES  INC.,0,,,2011-12-05 00:00:00,2011-12-31 00:00:00,110 REGENT DR,,WINSTON SALEM,NC,,271036711,NC05,,
THE MAXTER GROUP INC,0,,,2012-12-06 00:00:00,2013-03-08 00:00:00,5701N GENERAL WASHINGTON DR,,ALEXANDRIA,VA,VIRGINIA,223122408,8.0,7037509090,7037502352
ALL BUSINESS MACHINES  INC.,0,,,2013-04-19 00:00:00,2013-07-07 00:00:00,2555 3RD ST STE 100,,SACRAMENTO,CA,CALIFORNIA,958181100,6.0,9163257800,9164442354
TFT MICHIGAN LLC,0,,,2010-10-20 00:00:00,2011-10-30 00:00:00,500 W MONROE ST STE 2700,,CHICAGO,IL,,606613770,IL07,,
VEE MODEL MANAGEMENT CONSULTING INC,0,,,2010-04-14 00:00:00,2013-10-21 00:00:00,10912 SHADOW BROOK LANE,,FRISCO,TX,,750358529,TX03,,
"KYLER, CAROL",0,,,2012-09-10 00:00:00,2014-04-24 00:00:00,653 OAK DR,,HURST,TX,TEXAS,76053,,8172826082,8172826082
D B SOFTWARE ASSOCIATES LLC,0,,,2011-07-26 00:00:00,2011-08-26 00:00:00,555 TAMMANY POINTE,,ALPHARETTA,GA,,300044210,GA06,7706638754.0,7706638754.0
WARWICK FRANKEL PARTNERSHIP,0,,,2012-10-16 00:00:00,2008-05-09 00:00:00,1701 LOCUST ST,,PHILADELPHIA,PA,,191036147,PA02,,
"DREAM MANAGEMENT, INC.",0,,,2015-06-04 00:00:00,2016-06-04 00:00:00,210 W 28TH ST,,BALTIMORE,MD,MARYLAND,21211,,4435525512,4108032747
BONNEVILLE SCHOOL INC,0,,,2011-09-29 00:00:00,2012-10-15 00:00:00,RD 8176 KM 2.9 CUPEY ALTO,,SAN JUAN,PR,PUERTO RICO,00926,,,
SOUTHWEST EDUCATIONAL SOCIETY INC,0,,,2011-09-30 00:00:00,2012-10-15 00:00:00,RD 108 KM 3.2,,MAYAGUEZ,PR,PUERTO RICO,00680,,,
"ADT SECURITY SERVICES, INC",0,,,2012-11-09 00:00:00,2012-11-08 00:00:00,47C-A KRONPRINDSENS GADE,,CHARLOTTE AMALIE,VI,VIRGIN ISLANDS,00802,,,
SUNSHINE PRODUCTS  CORP.,0,,,2011-04-25 00:00:00,2013-02-05 00:00:00,6574 COBIA CIR,,BOYNTON BEACH,FL,,334373647,FL21,5617166112,5617378893
G  J&L  INC.,0,,,2012-07-19 00:00:00,2012-08-09 00:00:00,2804 WYLDS ROAD EXT,,AUGUSTA,GA,,309094449,GA12,7067379191.0,7067373690.0
FORRESTER RESEARCH  INC.,0,,,2016-10-11 07:34:16,2021-09-29 00:00:00,60 ACORN PARK,,CAMBRIDGE,MA,MASSACHUSETTS,021402303,7.0,7035842626,6176135200
MARTA S GOLDSTEIN INTRP&TRNSLT,0,,,2011-03-31 00:00:00,2011-04-07 00:00:00,20401 RYECROFT CT,,MONTGOMERY VILLAGE,MD,,208864018,MD04,3019777223,3019777087
DEPAOLO-CROSBY REPORTING SERVICES  INC.,0,,,2011-03-14 00:00:00,2011-03-25 00:00:00,170 FRANKLIN ST STE 601,,BUFFALO,NY,,142022102,NY27,7168535544,7168422254
CAREER COMMUNICATIONS GROUP  INC.,0,,,2012-09-27 00:00:00,2012-09-27 00:00:00,729 E PRATT ST FL 5,,BALTIMORE,MD,,212023101,MD07,4102447101.0,4107521837.0
SURVEILLANCE ENTERPRISES INC.,0,,,2010-09-23 00:00:00,2010-10-08 00:00:00,445 BROAD HOLLOW RD STE 25,,MELVILLE,NY,NEW YORK,117473645,3.0,6314147533,6314147535
NORIX GROUP  INC.,0,,,2014-12-16 00:00:00,2015-01-15 00:00:00,1800 W HAWTHORNE LN STE N,,WEST CHICAGO,IL,,601851863,IL06,6302311331,6302314343
WESTCARB ENTERPRISES  INC.,0,,,2013-05-01 00:00:00,2018-04-30 00:00:00,109 A MILL ST,,SPRINGFIELD,MA,MASSACHUSETTS,011051053,,8665071576,6178120313
"MAINSCAPE, INC.",0,,,2014-08-11 00:00:00,2019-08-10 00:00:00,13418 BRITTON PARK RD,,FISHERS,IN,INDIANA,460383583,5.0,3175773155,3175773161
RECALL SECURE DESTRUCTION SERVICES  INC,0,,,2010-07-27 00:00:00,2008-11-20 00:00:00,6111 LIVE OAK PKWY,,NORCROSS,GA,,300931722,GA04,7707761685,2013484049
TRAINING  REHABILITATION  & DEVELOPMENT INSTITUTE  INC.,0,,,2014-07-30 00:00:00,2018-07-29 00:00:00,425 SOLEDAD STE 800,,SAN ANTONIO,TX,,782051553,TX35,2107366670,2102495602
G & P HEAVY TRUCK BODY WORKS INC,0,,,2011-07-19 00:00:00,2011-08-17 00:00:00,3313 N LUMPKIN RD,,COLUMBUS,GA,,319031634,GA02,7066871021.0,7066871265.0
BALANCED BODY INC.,0,,,2012-11-01 00:00:00,2008-10-13 00:00:00,8220 FERGUSON AVENUE,,SACRAMENTO,CA,,958280931,CA05,,
ATLAS SALES AND RENTALS  INC.,0,,,2011-06-15 00:00:00,2013-08-29 00:00:00,47233 FREMONT BLVD,,FREMONT,CA,,945386502,CA17,7022501369,7022501369
"LAZ PARKING LTD, LLC",0,,,2011-01-12 00:00:00,2016-09-19 00:00:00,15 LEWIS ST FL 5,,HARTFORD,CT,CONNECTICUT,06103,,8605227641,8605248249
GLENBARD ENTERPRISES INC,0,,,2012-10-23 00:00:00,2008-06-09 00:00:00,350 W ROOSEVELT RD,,LOMBARD,IL,,601484220,IL06,,
A. V. LAUTTAMUS COMMUNICATIONS  INC.,0,,,2011-08-05 00:00:00,2011-11-07 00:00:00,1344 COVE HILL RD,,WEIRTON,WV,,260621416,WV01,3047237419.0,3047237417.0
SIEGEL GAS & OIL CORP,0,,,2010-05-19 00:00:00,2009-09-30 00:00:00,7400 NW 30TH AVE,,MIAMI,FL,,331475904,FL24,,
CROSS MATCH TECHNOLOGIES  INC.,0,,,2010-05-21 00:00:00,2017-05-03 00:00:00,"3950 RCA BLVD, STE 5001",,PALM BEACH GARDENS,FL,FLORIDA,334104227,18.0,,
BIG TEX TRAILER MANUFACTURING  INC.,0,,,2011-08-29 00:00:00,2011-09-28 00:00:00,950 INTERSTATE 30 EAST,,MOUNT PLEASANT,TX,,754557711,TX04,9035750300.0,9035755220.0
TENIR INVESTMENTS  INC.,0,,,2010-05-18 00:00:00,2015-04-11 00:00:00,2704 LIPSCOMB ST,,FORT WORTH,TX,,761103119,TX33,,
STRATEGIC PARTNERS INC,0,,,2013-01-29 00:00:00,2010-01-13 00:00:00,8201 BELLS MILL RD,,POTOMAC,MD,,208544066,MD06,3012990607,3012998648
INTERNET VIDEO & IMAGING  INC.,0,,,2010-05-19 00:00:00,2012-07-04 00:00:00,33 LINCOLN ST STE 200,,WORCESTER,MA,,016052633,MA03,5086359505,5086359506
VMEALS  LLC,0,,,2010-04-01 00:00:00,2010-04-23 00:00:00,1MORTON DR STE 201,,CHARLOTTESVILLE,VA,,229036806,VA05,,
"HUDY, RONALD M",0,,,2009-01-23 00:00:00,2007-09-29 00:00:00,749 SE AUTUMN TER,,PORT SAINT LUCIE,FL,,349833907,FL16,,
CHARTER OAK SQUARE LP,0,,,2011-11-15 00:00:00,2009-07-31 00:00:00,250 MAIN ST APT 712,,HARTFORD,CT,,061061874,CT01,,
FREEDOM USA  INC.,0,,,2011-09-27 00:00:00,2011-10-26 00:00:00,1750 HIGHLAND RD STE 4,,TWINSBURG,OH,,440872244,OH14,2165036364.0,2165036355.0
STORSOFT TECHNOLOGY CORPORATION,0,,,2011-05-13 00:00:00,2011-07-10 00:00:00,1910 31ST AVE,,GULFPORT,MS,,395014424,MS04,9544369292,9542060885
DESTINEE DISTRIBUTORS  INC.,0,,,2017-03-14 00:00:00,2017-04-14 00:00:00,901 48TH ST,,NEWPORT NEWS,VA,VIRGINIA,236072207,3.0,7576436766,7575919090
LIGHTFORCE USA  INCORPORATED,0,,,2010-06-15 00:00:00,2010-07-15 00:00:00,1040 HAZEN LN,,OROFINO,ID,,835449616,ID01,2084769814.0,2084769817.0
COOK'S DIRECT  INC.,0,,,2011-08-11 00:00:00,2011-09-10 00:00:00,27725 DIEHL RD,,WARRENVILLE,IL,,605553998,IL13,8009565571.0,8009566822.0
H W & W  INC,0,,,2009-10-01 00:00:00,2010-06-30 00:00:00,7602 GRANADA DR,,BETHESDA,MD,,208176606,MD08,,
COMPLETE QUALITY INSTALLATION SERVICES INC,0,,,2011-04-14 00:00:00,2012-11-30 00:00:00,27651 HILDEBRANDT ST,,ROMULUS,MI,,481742627,MI15,7345732640.0,7344804189.0
EL PASO COURT REPORTERS LLC,0,,,2011-03-30 00:00:00,2011-04-07 00:00:00,221 N KANSAS STE 505,,EL PASO,TX,,799011441,TX16,9155423422,9155423443
NEUSTAR  INC.,0,,,2011-05-12 00:00:00,2011-06-30 00:00:00,707 CALIFORNIA ST,,MOUNTAIN VIEW,CA,,940412005,CA18,5084206183,6506259809
CALIFRNIA GANG INVSTGTORS ASSN,0,,,2011-08-01 00:00:00,2011-08-05 00:00:00,5942 EDINGER AVE PMB 331,,HUNTINGTON BEACH,CA,,926491763,CA46,8882292442.0,7149087100.0
"MESA, CITY OF",0,,,2013-04-03 00:00:00,2009-12-31 00:00:00,130 N ROBSON,,MESA,AZ,,852016609,AZ09,4806445365,4806442857
CONSTRUCTION AND SERVICE SOLUTIONS CORP.,0,,,2011-10-17 00:00:00,2012-06-30 00:00:00,700 HOWARD ST,,BUFFALO,NY,,142062211,NY27,7168521219.0,7168520142.0
SIMPLEX INC,0,,,2011-09-23 00:00:00,2011-09-23 00:00:00,4085 N HIGHWAY 19 A,,MOUNT DORA,FL,,327572005,FL08,3523572828.0,3525890800.0
AMB PROPERTY CORPORATION,0,,,2012-06-08 00:00:00,2012-12-30 00:00:00,JFK AIRPORT BLDG 77 EASTERN RD,,JAMAICA,NY,,114301888,NY06,7187095600,7187095601
TERRORISM RESEARCH CENTER  INCORPORATED,0,,,2012-11-19 00:00:00,2009-04-21 00:00:00,901 N GLEBE RD STE 901,,ARLINGTON,VA,,222031854,VA08,7038128008,7039352666
CORP TEN INTERNATIONAL,0,,,2010-05-24 00:00:00,2018-09-28 00:00:00,100 WEST RD STE 300,,BALTIMORE,MD,MARYLAND,21204,,4104724696,4104724416
DOF INC,0,,,2015-07-29 00:00:00,2015-08-28 00:00:00,1910 132ND AVE NE STE 7,,BELLEVUE,WA,WASHINGTON,98005,,2066237777,2066236060
"TUSA OFFICE SOLUTIONS, INC.",0,,,2012-12-03 00:00:00,2012-12-03 00:00:00,4201 INTERNATIONAL PKWY,,CARROLLTON,TX,,750071911,TX24,,
MANAGEMENT CONSULTING  INC.,0,,,2013-03-11 00:00:00,2013-03-18 00:00:00,3550 E VIRGINIA BEACH BLVD,,NORFOLK,VA,,235023129,VA03,,
